id,title,year,doi,venue,cited_by_count
1f41551c5cd9cb043ceed0ab5332c34babc809c4,IoT-Driven Smart Car Integration with Google Firebase for Empowering Premises Security,2023,10.1109/MIUCC58832.2023.10278358,"2023 International Mobile, Intelligent, and Ubiquitous Computing Conference (MIUCC)",0
cce88719ea00e7fe9de44867bc284ab919367b15,Scalability and Sustainability in the Construction of a Social Sports Management Information Platform based on Web Technology,2023,10.12694/scpe.v24i3.2382,Scalable Computing : Practice and Experience,1
df60bd67c977420e6ecdc5326b464083f0532e5b,Zero Trust Real-Time Lightweight Access Control Protocol for Mobile Cloud-Based IoT Sensors,2023,,,0
9f8268c1b88b05db570032e075145e635e07e48f,Isotropic Radiation Coverage in IoT: Water Drop-Shaped Ultra-Wideband Antenna,2023,10.1109/CCPIS59145.2023.10292069,"2023 1st International Conference on Circuits, Power and Intelligent Systems (CCPIS)",0
e11beff2bdd36e99b5396b32a71087013911bfad,An enhanced energy efficient protocol for large-scale IoT-based heterogeneous WSNs,2023,10.1016/j.sciaf.2023.e01807,Scientific African,28
71cd439071cf5bcaa203c45b5e8c138a9887b6e5,Statistical Learning-Based Adaptive Network Access for the Industrial Internet of Things,2023,10.1109/JIOT.2023.3245585,IEEE Internet of Things Journal,8
77febcde7c2e8b6d94cc24332ff038b200f3ebff,GeXSe (Generative Explanatory Sensor System): An Interpretable Deep Generative Model for Human Activity Recognition in Smart Spaces,2023,,,0
ad3dfdf69fd5ae11bf1950d82f9407518cc5482a,A Secure One-to-Many Authentication and Key Agreement Scheme for Industrial IoT,2023,10.1109/JSYST.2022.3209868,IEEE Systems Journal,14
b29e697519fd52fbe83bfa28fe4c8e844b8bf5c8,An Improved Lightweight Two-Factor Authentication Protocol for IoT Applications,2023,10.1109/TII.2022.3201971,IEEE Transactions on Industrial Informatics,22
702fe62b45eef3a669495111e8125133c6bade62,Design of High-Efficiency Circularly Polarized Wideband Energy Harvesting Rectenna Using Characteristic Mode Analysis,2023,10.1016/j.aeue.2023.154702,AEU - International Journal of Electronics and Communications,3
4653763e3110b916eaf58534a5cefca094d8d2a5,Blockchain-based cloud-edge clock calibration in IoT,2023,10.1007/s12083-023-01475-z,Peer-to-Peer Networking and Applications,0
06b57d32f4648ec6754911e76b28111548e4088e,A Hierarchical Security Protection Architecture for Power Internet of Things,2023,10.1109/ICCCBDA56900.2023.10154779,2023 8th International Conference on Cloud Computing and Big Data Analytics (ICCCBDA),1
52248f9d8c216549c01f561ec923fed225e17e2a,Sensing and Device Neighborhood-Based Slot Assignment Approach for the Internet of Things,2023,10.3390/app13084682,Applied Sciences,2
89c32b5dd818038b8cf9961125aec8cb56745b67,"Ethical hacking for IoT: Security issues, challenges, solutions and recommendations",2023,10.1016/j.iotcps.2023.04.002,Internet of Things and Cyber-Physical Systems,76
4755b02706e797f9de30a9647a46c7ef2adfafb6,IoT Evolution and Recent Advancements,2023,10.1109/ICACCS57279.2023.10112761,2023 9th International Conference on Advanced Computing and Communication Systems (ICACCS),13
c918f31c2ebb5e994aa24cb0f1c46a42fa38b756,Electromagnetic Signal Analysis: A Vulnerability to Edge Computing Driven IoT Devices,2023,10.1109/I3CS58314.2023.10127273,2023 4th International Conference on Computing and Communication Systems (I3CS),0
152ec57dfd01dcef5a6fb1cf129ec55bc8b299ec,Neglected infrastructures for 6G - Underwater communications: How mature are they?,2023,10.1016/j.jnca.2023.103595,Journal of Network and Computer Applications,19
8bea5b11a2ed540aa7c53ea9e4589ac32e82938b,Speeding up Machine Learning Inference on Edge Devices by Improving Memory Access Patterns using Coroutines,2022,10.1109/CSE57773.2022.00011,IEEE International Conference on Computational Science and Engineering,0
e8da4673ff409188d4e43df85bbda8da105accb8,A Novel 2D LED Matrix and Aztec Pattern Inspired Optical Camera Communication for Industrial IoT,2022,10.1109/INDICON56171.2022.10040141,IEEE India Conference,0
70b512c5659657abc1e59f2b623846fa017dc2d6,Machine Learning Based Industrial Engineering With 6G Technology,2022,10.47750/pnr.2022.13.s09.46,Journal of Pharmaceutical Negative Results,1
d8801aea6623a97e2034c2eabe79e702543d2154,Electrically Tunable Microwave Technologies With Ferromagnetic Thin Film: Recent Advances in Design Techniques and Applications,2022,10.1109/MMM.2022.3196415,IEEE Microwave Magazine,1
920b569cf64b08f62e8aa46737bf15219ce0d389,Influence of waveguide structural on performance of SiGe ridge waveguide phototransistor,2022,10.1117/12.2644244,Other Conferences,0
3e7475206e2924040be3edf81f49fd1e2df8b20b,Traffic-Aware Secured Cooperative Framework for IoT-Based Smart Monitoring in Precision Agriculture,2022,10.3390/s22176676,Italian National Conference on Sensors,13
be701d52bc3c720c914aeff057886e46f459a2cb,Current status of and future opportunities for digital agriculture in Australia,2022,10.1071/CP21594,Crop and Pasture Science,26
139ee7958c5603962d4aa4beb91d1788498a6642,Environment information collection system based on the Internet of Things,2022,10.1117/12.2641460,Other Conferences,0
0036fb51722fdfabf555a30d61802416ac9f862d,Low-profile dual-band pixelated defected ground antenna for multistandard IoT devices,2022,10.1038/s41598-022-15604-w,Scientific Reports,8
27eba577f4f23be476a6fde0030432ff767a8496,Efficient Dual-Band Single-Port Rectifier for RF Energy Harvesting at FM and GSM Bands,2022,10.1109/WPW54272.2022.9854025,2022 Wireless Power Week (WPW),7
12379ceca808b8ff0e309799312b876659e85f5c,Trust–SIoT: Toward Trustworthy Object Classification in the Social Internet of Things,2022,10.1109/TNSM.2023.3247831,IEEE Transactions on Network and Service Management,15
df426aad8c95033bdd04978ab77057c7f28323de,Statistical Learning-Based Grant-Free Access for Delay-Sensitive Internet of Things Applications,2022,10.1109/TVT.2022.3155719,IEEE Transactions on Vehicular Technology,8
59ff419f16fa74baea16fc13a83dada926536561,Wireless Sensor Network coverage optimization based on Yin-Yang pigeon-inspired optimization algorithm for Internet of Things,2022,10.1016/j.iot.2022.100546,Internet of Things,27
3150f388d0996fecc455893cf263a32e14bd8152,"Internet of Things Device Capabilities, Architectures, Protocols, and Smart Applications in Healthcare Domain: A Review",2022,10.1109/JIOT.2022.3228795,arXiv.org,84
4afbdc84975198ed45b4584a17b9c3e53b06b593,Blockchain-based trust management for verifiable time synchronization service in IoT,2022,10.1007/s12083-021-01276-2,Peer-to-Peer Networking and Applications,8
5aefeba23a4d3e7d159b5089c99a2726d6c4ef96,Machine Learning in Beyond 5G/6G Networks—State-of-the-Art and Future Trends,2021,10.3390/electronics10222786,Electronics,96
fb2a83bd76a10418fb902c5d678e9a1d5b921e1e,Diffuse scattering and physical optics in the propagation of electromagnetic waves applied to mobile communications,2021,10.1088/1742-6596/2102/1/012009,Journal of Physics: Conference Series,2
479e85865ca661b8358a358ee7cd86dd65c98115,DESIGN AND IMPLEMENTATION OF AN INTEGRATED SWITCHED-OSCILLATOR IMPULSE GENERATOR,2019,10.2528/pierm21060301,Progress In Electromagnetics Research M,0
a89f306a62b707d7b1df5d540437c31ee88991a6,Integrating Electrical Features for Simultaneous Prediction of Soil Moisture and Potassium Levels Based on Neural Network Prediction Model,2025,10.1109/TIM.2025.3544382,IEEE Transactions on Instrumentation and Measurement,2
b1191be39153114862ee0217345c541b689d431b,Advancements in Agricultural Microwave Remote Sensing: An Overview From Indoor to Space-Borne Platforms,2025,10.1109/TIM.2025.3548212,IEEE Transactions on Instrumentation and Measurement,2
475f347b954299d6bd0e2b7ce7425d52754b40ee,"A Scalable, Lightweight AI-Driven Security Framework for IoT Ecosystems: Optimization and Game Theory Approaches",2025,10.1109/ACCESS.2025.3558623,IEEE Access,4
fd24dee288476bf862eed554300e7c09ddb39d9b,Multiband Accurate Soil Sensor for Simultaneous Moisture and Salinity Measurement: A Machine Learning-Enhanced Approach,2025,10.1109/TIM.2025.3593565,IEEE Transactions on Instrumentation and Measurement,1
b768e489e9c985609affe71694fa3f74a4bc1cd6,A New PUF-Based Protocol for Mutual Authentication and Key Agreement Between Three Layers of Entities in Cloud-Based IoMT Networks,2024,10.1109/ACCESS.2024.3361921,IEEE Access,13
f3c006b136105aae45c47df4c80a047dadf5052c,Secure Multi-Party Computation for Machine Learning: A Survey,2024,10.1109/ACCESS.2024.3388992,IEEE Access,55
4eada33c5ff26eef029ff77c9643dc1c4a4fa27b,Data Collection Method Based on Data Perception and Positioning Technology in the Context of Artificial Intelligence and the Internet of Things,2024,10.14569/ijacsa.2024.01508109,International Journal of Advanced Computer Science and Applications,1
f86359c290785c0997732d180afb633f8c1cde5e,"Intra-Vehicular Communication Protocol for IoT Enabled Vehicle Health Monitoring System: Challenges, Issues, and Solutions",2024,10.1109/ACCESS.2024.3424418,IEEE Access,6
d544523377453c973ac4a88191089345d1e4ab8c,Multitone QAM Modulation Design for Simultaneous Wireless Information and Power Transfer,2024,10.1109/ACCESS.2024.3520104,IEEE Access,0
da923dc576381f4d6630abf54247169500cf35c1,Multitone ASK Waveform Design for Simultaneous Wireless Information and Power Transfer,2024,10.1109/ACCESS.2024.3519316,IEEE Access,2
87e7834eb0b862493b4038e9e0f6303daa0e624b,GeXSe (Generative Explanatory Sensor System): An Interpretable Deep Generative Model for Human Activity Recognition in Smart Spaces,2023,,,3
d7e220f6053d6bf33be279a982dce76d87886f61,Low-Cost and Low-Frequency Impedance Meter for Soil Water Content Measurement in the Precision Agriculture Scenario,2023,10.1109/TIM.2023.3302898,IEEE Transactions on Instrumentation and Measurement,22
9a3b889bbe366fa782b2d436ae1bc950730ecb93,A Self-Sustainable and Micro-Second Time Synchronized Multi-Node Wireless System for Aerodynamic Monitoring on Wind Turbines,2023,10.1109/ACCESS.2023.3327422,IEEE Access,8
0b6ea4982b6a593b2c059d0c108e8fa1a5bb1ca6,Toward Enhanced Attack Detection and Explanation in Intrusion Detection System-Based IoT Environment Data,2023,10.1109/ACCESS.2023.3336678,IEEE Access,32
4ec2df39042570afd9363c108a6854a231659b7e,"A Review on Antenna Technologies for Ambient RF Energy Harvesting and Wireless Power Transfer: Designs, Challenges and Applications",2022,10.1109/ACCESS.2022.3149276,IEEE Access,151
47a24dfd91fd614245bc5ca9ec12c13e61a7c35d,A Nested Texture Inspired Novel Image Pattern Based Optical Camera Communication,2022,10.1109/ACCESS.2022.3213701,IEEE Access,2
63c47c0adfe9c38e7d1fe78630a0a3e1c1346cde,Privacy Preservation of User Identity in Contact Tracing for COVID-19-Like Pandemics Using Edge Computing,2021,10.1109/ACCESS.2021.3110762,IEEE Access,9
f3df90cc57650214640f650183237539a40d42bd,TEMSEP: Threshold-oriented and Energy-harvesting enabled Multilevel SEP protocol for improving energy-efficiency of heterogeneous WSNs,2021,10.1109/ACCESS.2021.3128507,IEEE Access,13
986b1103bd6dfb7c6b831ea18ee1c733844d8180,Edge resource scaling in B5G/6G networks using diffractive deep sparse graph attention neural network with orchard algorithm,2025,10.1007/s42044-025-00326-9,Iran Journal of Computer Science,0
23f86cad88e15e8d18a668ad3896c9d6c5084efc,Delay Sensitive Music Transmission Architecture for 5G VANET: Integrated Network Slicing and Predictive Beamforming,2025,10.1002/ett.70246,Transactions on Emerging Telecommunications Technologies,0
329b4093631f65e981f80df0e368b1480146c3e5,Unveiling the future: A comprehensive analysis of 6G technology and its transformative potential,2025,10.1007/s11235-025-01323-w,Telecommunications Systems,0
0eaea08e576b28d54a44b5f694be9fff48db8e4b,Energy-Aware Ultra-Reliable Low-Latency Communication for Healthcare IoT in Beyond 5G and 6G Networks,2025,10.3390/s25113474,Italian National Conference on Sensors,2
fa341d4aa34f17f79399766f04e2c4188573bbf7,Deep Reinforcement Learning and Distributed Solution for Local Network based Optimization of Network Slicing in 5G Communications,2025,10.1109/ICDCECE65353.2025.11034788,2025 4th International Conference on Distributed Computing and Electrical Circuits and Electronics (ICDCECE),0
acb2ceb85f2ade86ac2226c3fe3cd6bd852245f2,Allocation of computing resources based on multi-objective strategy and performance improvement in 5G networks,2025,10.1016/j.comcom.2025.108197,Computer Communications,0
ca5033238dca29e6ce3b7afdc001ea1e21b81b5e,"Optimizing Energy Efficiency and Increasing Scalability in 6G-IoT Networks Through SDN, Duty Cycling, and AI-Driven Slicing",2025,10.14569/ijacsa.2025.0160988,International Journal of Advanced Computer Science and Applications,0
e909fb8fd556b4506c58f0e1620442eb9c1adb34,IoT-based Design and Simulation of Smart Greenhouse Monitoring and Control System,2025,10.1109/ICIMA64861.2025.11073957,International Conference on Industrial Mechatronics and Automation,0
19c18a156b04f0a21670b5f8283e83082528e346,Soil Salinity Frequency-Dependent Prediction Model Using Electrical Conductivity Spectroscopy Measurement,2025,10.1109/TAFE.2025.3602029,IEEE Transactions on AgriFood Electronics,0
b0edfe01c506e68091668daf0c9fd7da4200ddda,A Data-Driven Review of Remote Sensing-Based Data Fusion in Precision Agriculture From Foundational to Transformer-Based Techniques,2024,10.1109/ACCESS.2025.3610649,IEEE Access,1
28e47d005455953e2af8d5065595e580f7d57433,Optimizing Defect Detection on Glossy and Curved Surfaces Using Deep Learning and Advanced Imaging Systems,2025,10.3390/s25082449,Italian National Conference on Sensors,0
1cc81aded16b5e4dec2ce418e987b52f530f54a2,Enhancing Security Protocols for MANETs in 5G-Enabled Smart Healthcare Systems,2025,10.63158/ijais.v2.i1.15,International Journal of Artificial Intelligence and Science,0
1652d6fd985aea4011ca1bfeaddaccee7f108963,Cybersecurity Concerns on Mobile Phones: A Systematic Review,2025,10.34190/iccws.20.1.3272,International Conference on Cyber Warfare and Security,0
f76f6bc95ba0fadf9ef9dc3e0a6c291509ae9fd2,Digital Twins for Intelligent Intersections: A Literature Review,2025,,,0
a81abda7389bf725ab38630a4be0ef19ad18bd92,Sensing technologies for agricultural optimization: trends in food quality and safety,2025,10.1117/12.3053871,Defense + Commercial Sensing,0
11649d4a2031a32ab66599fe581a39ea0cb5d419,Advancing SDGs with IoT: Enhancing thermal comfort and energy efficiency- A bibliometric study,2025,10.1016/j.sftr.2025.100873,Sustainable Futures,1
2a88aaab41e2b71a9987d52adf33478f4814a417,A Comprehensive Survey on Smart Home IoT Fingerprinting: From Detection to Prevention and Practical Deployment,2025,,,0
c3f6ad5ce499cd256b5eca8e5f3b67d3bb459fd9,A Lightweight iot Terminal security access authentication Method Based on edge Computing,2024,10.1145/3674225.3674317,PEAI,0
e2f579ad2beb9f854cc7f73e7a79789b04853fce,Multitone PSK Modulation Design for Simultaneous Wireless Information and Power Transfer,2024,10.1109/TMTT.2023.3294008,IEEE transactions on microwave theory and techniques,17
008f0e2a15cc161106605b8969b0e2b8555b3c8c,Impact of 2-ASK Back-Scattering Modulation on Harvesting Efficiency for 5.8 GHz Batteryless Transponder based on a Rectenna Array,2023,10.23919/EuMC58039.2023.10290713,European Microwave Conference,0
95f3f3691d025e68a299351342deeb6d7686889b,WiLO-OFDM Transmission Scheme for Simultaneous Wireless Information and Power Transfer,2024,10.1109/OJCOMS.2024.3467680,IEEE Open Journal of the Communications Society,0
0bfe725b5fb2b6af32b0964a44f74cfb59f48cce,In Situ Soil Moisture Monitoring Using Compact Multiband Sensing System for Smart Agriculture,2025,10.1109/TAFE.2025.3553734,IEEE Transactions on AgriFood Electronics,1
e9f1d399815b760eca3ec24ed4f629dee329421b,Soil Salinity Frequency-Dependent Prediction Model Using Permittivity Spectroscopy,2025,10.1109/TAFE.2025.3566101,IEEE Transactions on AgriFood Electronics,2
cd0f85a94498c9e7ecd08c587d94b2be1f5be13d,A Miniaturized Modified-L Antenna with Dual Bands for Energy-Saving Internet of Things Applications,2025,10.1109/QPAIN66474.2025.11171849,"2025 International Conference on Quantum Photonics, Artificial Intelligence, and Networking (QPAIN)",0
af438456d34ec0d55a9b9223c878dd90e695fcc1,Microwave Sensing System for Characterizing Liquid Samples Based on Self-Resonant Circuit and Phase-Locked Loop,2025,10.1109/JSEN.2025.3564649,IEEE Sensors Journal,0
fa1ef1a627e426553876717e8bb4a1d62d947e4d,Miniaturized Frequency Reconfigurable Patch Antenna for Wireless Power Transfer,2025,10.1109/AMS63679.2025.10937861,Autonome Mobile Systeme,1
454163c3df496f9a0b9997414b5a9c47b8115584,Highly Sensitive Differential Microwave Sensor Using Enhanced Spiral Resonators for Precision Permittivity Measurement,2024,10.1109/JSEN.2024.3374282,IEEE Sensors Journal,18
c34935ebbe8d6632c12aecfe0fc624c96a88df69,"An Improved Method to Measure, Characterize, and Model Microstrip Antennas in the W Band",2024,10.1109/MIM.2024.10472981,IEEE Instrumentation & Measurement Magazine,0
c907b9547f40a9b9a3246671cf73c6846b76f20d,Circularly Polarized Dual Antenna with Crescent Axed Sporadic Meander Traces Isolated by Shorting Pins and Defected Ground for Wi-Fi Sensing,2024,10.1109/JCS61227.2024.10646192,International Symposium on Joint Communications & Sensing,2
c43d768f72307fc50f27de335af6edb6a0f9e8db,A Microwave Sensor Based on Frequency-Locked Loop and Multiple Complementary Split-Ring Resonators for Retrieving Complex Permittivity of Liquid Samples,2023,10.1109/JSEN.2023.3328589,IEEE Sensors Journal,5
33879e8c95adfcef273d2e6abcbc499a4b7e73f7,Liquid Metal-Controlled Dual-Band Doppler Radar for Enhanced Velocity Measurement,2024,10.1109/TIM.2023.3343776,IEEE Transactions on Instrumentation and Measurement,0
bf28bdb711a40d9f7c398b2275aeebb3c2ec2745,Machine Learning-Powered Radio Frequency Sensing: A Review,2025,10.1109/JSEN.2025.3547673,IEEE Sensors Journal,1
e1f48d4aae5e3d6be53b26c62b63eb012ac78d15,Seawater Channel Frequency for Data Transmission Through Water,2025,10.1109/ICMCSI64620.2025.10883063,2025 6th International Conference on Mobile Computing and Sustainable Informatics (ICMCSI),0
53af39bffe58b9eda4f37185d637d31b971c7c4e,Analytical Approach for Characterizing Discontinuity in Transmission Lines through Time-Domain Reflectometry (TDR) Method with Quadratic Loads,2024,10.1109/IST64061.2024.10843569,International Symposium on Telecommunications,0
17d53df37b26c8c0fcec0f3b43a30703ae6896f2,Precision Agriculture: Ultra-Compact Sensor and Reconfigurable Antenna for Joint Sensing and Communication,2024,10.1109/TIM.2024.3350126,IEEE Transactions on Instrumentation and Measurement,17
5e5a55e4189b277cbd7ea4b4ac3b5aeabcefdaf2,Exploiting the Coupling Variation of 3-D-Printed Cavity Filters for Complex Dielectric Permittivity Sensing,2024,10.1109/LMWT.2024.3388931,IEEE Microwave and Wireless Technology Letters,5
6a6cb141e58a7ec025bb658112fdc92ed1f203b0,Modified Hilbert Resonator-Based Transmission Line Sensor for Moisture Level Estimation of Soil,2024,10.1109/JSEN.2023.3339191,IEEE Sensors Journal,8
72f6b35fca5d025ed8f1b75cc5c1911bfafcdccd,Compact Pixelated Microstrip Forward Broadside Coupler Using Binary Particle Swarm Optimization,2023,10.1109/TCSI.2023.3314621,IEEE Transactions on Circuits and Systems Part 1: Regular Papers,5
db3229c47d912c912f973d108b4210d4bec31843,Soil Moisture Monitoring System Based on Metamaterial-Inspired Microwave Sensor for Precision Agriculture Applications,2023,10.1109/JSEN.2023.3307652,IEEE Sensors Journal,11
a4a62a60ca1ecb9b2558b86042b49180feb4d7ba,IoT based Smart Cradle for Neonatal Monitoring,2022,10.1109/ICECA55336.2022.10009138,"2022 6th International Conference on Electronics, Communication and Aerospace Technology",4
be614e8e8f489af04317efef434ecc89ddf7ef4f,Microwave Sensor Loaded With Complementary Curved Ring Resonator for Material Permittivity Detection,2022,10.1109/JSEN.2022.3205639,IEEE Sensors Journal,53
d7e8fdb4de91e82e754145490be6325ed7dde024,IoT and mobile app-based food spoilage alert system,2022,10.53730/ijhs.v6ns1.8613,International Journal of Health Sciences,1
