source,target
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,f2f34a3ff78cd3649a42274336593b056be41017
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,67c22d2d44f3819b92d05954103c40737d4ea18a
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,0ced1b16023d9a3786e1400aa79be114e2e836d6
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,5981931de97659c7dc01336517590c6b10c0b5c8
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,a5ee7536a3a199d31b96808d33b9242cab4d0ae0
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,1eaf586f60f1a52010354f1a157fd32d4e78c4fe
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,5fd50597d5988271686679575867d2a596a41804
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,6b6cd04ce9f65774fa48dbd025b9d5613b48ada3
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,d6d58151c9ba4123a4fd1503fcc6988918dcae11
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,266babcc53374dcd9becd4153ca97c8966c7ae90
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,e336e440a003e0dd25b1b2ba25fd58ed01a35866
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,9ff042b0300f2a11da721e6bd3070c4f1c5b7aa2
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,0ce891908c88656d81d769b605f7445de2b5e638
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,53f17c49758cc3b713facd3cb86e7259c11c9025
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,7ea343f45de6c5a83eeb3d49428632006807c41a
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,78619c40a741a85edd1f42193ab617453b720f4d
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,d086ab91b7d6a911f10f8e9ca807eaec6e79424b
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,225bf6e297dd10d316cdb2d430c0f18c2768a59c
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,9839ea2a03161fc3924be2ddd8ac1be1bf4f5adf
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,1f41551c5cd9cb043ceed0ab5332c34babc809c4
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,cce88719ea00e7fe9de44867bc284ab919367b15
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,df60bd67c977420e6ecdc5326b464083f0532e5b
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,9f8268c1b88b05db570032e075145e635e07e48f
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,e11beff2bdd36e99b5396b32a71087013911bfad
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,71cd439071cf5bcaa203c45b5e8c138a9887b6e5
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,77febcde7c2e8b6d94cc24332ff038b200f3ebff
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,ad3dfdf69fd5ae11bf1950d82f9407518cc5482a
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,b29e697519fd52fbe83bfa28fe4c8e844b8bf5c8
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,702fe62b45eef3a669495111e8125133c6bade62
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,4653763e3110b916eaf58534a5cefca094d8d2a5
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,06b57d32f4648ec6754911e76b28111548e4088e
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,52248f9d8c216549c01f561ec923fed225e17e2a
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,89c32b5dd818038b8cf9961125aec8cb56745b67
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,4755b02706e797f9de30a9647a46c7ef2adfafb6
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,c918f31c2ebb5e994aa24cb0f1c46a42fa38b756
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,152ec57dfd01dcef5a6fb1cf129ec55bc8b299ec
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,8bea5b11a2ed540aa7c53ea9e4589ac32e82938b
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,e8da4673ff409188d4e43df85bbda8da105accb8
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,70b512c5659657abc1e59f2b623846fa017dc2d6
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,d8801aea6623a97e2034c2eabe79e702543d2154
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,920b569cf64b08f62e8aa46737bf15219ce0d389
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,3e7475206e2924040be3edf81f49fd1e2df8b20b
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,be701d52bc3c720c914aeff057886e46f459a2cb
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,139ee7958c5603962d4aa4beb91d1788498a6642
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,0036fb51722fdfabf555a30d61802416ac9f862d
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,27eba577f4f23be476a6fde0030432ff767a8496
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,12379ceca808b8ff0e309799312b876659e85f5c
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,df426aad8c95033bdd04978ab77057c7f28323de
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,59ff419f16fa74baea16fc13a83dada926536561
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,3150f388d0996fecc455893cf263a32e14bd8152
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,4afbdc84975198ed45b4584a17b9c3e53b06b593
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,5aefeba23a4d3e7d159b5089c99a2726d6c4ef96
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,fb2a83bd76a10418fb902c5d678e9a1d5b921e1e
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,479e85865ca661b8358a358ee7cd86dd65c98115
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,a89f306a62b707d7b1df5d540437c31ee88991a6
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,b1191be39153114862ee0217345c541b689d431b
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,475f347b954299d6bd0e2b7ce7425d52754b40ee
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,fd24dee288476bf862eed554300e7c09ddb39d9b
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,b768e489e9c985609affe71694fa3f74a4bc1cd6
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,f3c006b136105aae45c47df4c80a047dadf5052c
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,4eada33c5ff26eef029ff77c9643dc1c4a4fa27b
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,f86359c290785c0997732d180afb633f8c1cde5e
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,d544523377453c973ac4a88191089345d1e4ab8c
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,da923dc576381f4d6630abf54247169500cf35c1
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,87e7834eb0b862493b4038e9e0f6303daa0e624b
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,d7e220f6053d6bf33be279a982dce76d87886f61
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,9a3b889bbe366fa782b2d436ae1bc950730ecb93
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,0b6ea4982b6a593b2c059d0c108e8fa1a5bb1ca6
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,4ec2df39042570afd9363c108a6854a231659b7e
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,47a24dfd91fd614245bc5ca9ec12c13e61a7c35d
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,63c47c0adfe9c38e7d1fe78630a0a3e1c1346cde
dbbd634ab2ce72116a88123d1a6a6caa0ca34ab8,f3df90cc57650214640f650183237539a40d42bd
5e71412a5cdaf8a39e7ad0019c84dc34fc2503a9,986b1103bd6dfb7c6b831ea18ee1c733844d8180
5e71412a5cdaf8a39e7ad0019c84dc34fc2503a9,23f86cad88e15e8d18a668ad3896c9d6c5084efc
5e71412a5cdaf8a39e7ad0019c84dc34fc2503a9,329b4093631f65e981f80df0e368b1480146c3e5
5e71412a5cdaf8a39e7ad0019c84dc34fc2503a9,0eaea08e576b28d54a44b5f694be9fff48db8e4b
5e71412a5cdaf8a39e7ad0019c84dc34fc2503a9,fa341d4aa34f17f79399766f04e2c4188573bbf7
5e71412a5cdaf8a39e7ad0019c84dc34fc2503a9,acb2ceb85f2ade86ac2226c3fe3cd6bd852245f2
5e71412a5cdaf8a39e7ad0019c84dc34fc2503a9,ca5033238dca29e6ce3b7afdc001ea1e21b81b5e
65b737ca8fc7cf707eff4bf0cc58a58f0798c019,e909fb8fd556b4506c58f0e1620442eb9c1adb34
28505f1fc50b46d83ccd5dd8195e1cc0f4b88d42,19c18a156b04f0a21670b5f8283e83082528e346
28505f1fc50b46d83ccd5dd8195e1cc0f4b88d42,67244f09af66a0c6531aec121f4e1168dacbb8fe
28505f1fc50b46d83ccd5dd8195e1cc0f4b88d42,b0edfe01c506e68091668daf0c9fd7da4200ddda
28505f1fc50b46d83ccd5dd8195e1cc0f4b88d42,a89f306a62b707d7b1df5d540437c31ee88991a6
28505f1fc50b46d83ccd5dd8195e1cc0f4b88d42,b1191be39153114862ee0217345c541b689d431b
28505f1fc50b46d83ccd5dd8195e1cc0f4b88d42,fd24dee288476bf862eed554300e7c09ddb39d9b
609e28b25139e491e50c15cc745fc7012d52fe9a,28e47d005455953e2af8d5065595e580f7d57433
9202bbd52493e35fbbf55763239183c123a8f03d,1cc81aded16b5e4dec2ce418e987b52f530f54a2
9202bbd52493e35fbbf55763239183c123a8f03d,1652d6fd985aea4011ca1bfeaddaccee7f108963
c69d11e2df050d86eac465d884ac81e4688a6be2,f76f6bc95ba0fadf9ef9dc3e0a6c291509ae9fd2
c69d11e2df050d86eac465d884ac81e4688a6be2,a81abda7389bf725ab38630a4be0ef19ad18bd92
c69d11e2df050d86eac465d884ac81e4688a6be2,11649d4a2031a32ab66599fe581a39ea0cb5d419
72ca4c917cc2bc4f9df27323a9da96f29342091e,2a88aaab41e2b71a9987d52adf33478f4814a417
72ca4c917cc2bc4f9df27323a9da96f29342091e,c3f6ad5ce499cd256b5eca8e5f3b67d3bb459fd9
72ca4c917cc2bc4f9df27323a9da96f29342091e,e2f579ad2beb9f854cc7f73e7a79789b04853fce
72ca4c917cc2bc4f9df27323a9da96f29342091e,53f17c49758cc3b713facd3cb86e7259c11c9025
72ca4c917cc2bc4f9df27323a9da96f29342091e,008f0e2a15cc161106605b8969b0e2b8555b3c8c
72ca4c917cc2bc4f9df27323a9da96f29342091e,95f3f3691d025e68a299351342deeb6d7686889b
bdbbd32fc9913064811051a94ec67e207b92fbd4,0bfe725b5fb2b6af32b0964a44f74cfb59f48cce
bdbbd32fc9913064811051a94ec67e207b92fbd4,e9f1d399815b760eca3ec24ed4f629dee329421b
bdbbd32fc9913064811051a94ec67e207b92fbd4,cd0f85a94498c9e7ecd08c587d94b2be1f5be13d
bdbbd32fc9913064811051a94ec67e207b92fbd4,19c18a156b04f0a21670b5f8283e83082528e346
bdbbd32fc9913064811051a94ec67e207b92fbd4,af438456d34ec0d55a9b9223c878dd90e695fcc1
bdbbd32fc9913064811051a94ec67e207b92fbd4,fa1ef1a627e426553876717e8bb4a1d62d947e4d
bdbbd32fc9913064811051a94ec67e207b92fbd4,28505f1fc50b46d83ccd5dd8195e1cc0f4b88d42
bdbbd32fc9913064811051a94ec67e207b92fbd4,b0edfe01c506e68091668daf0c9fd7da4200ddda
bdbbd32fc9913064811051a94ec67e207b92fbd4,454163c3df496f9a0b9997414b5a9c47b8115584
bdbbd32fc9913064811051a94ec67e207b92fbd4,c34935ebbe8d6632c12aecfe0fc624c96a88df69
bdbbd32fc9913064811051a94ec67e207b92fbd4,c907b9547f40a9b9a3246671cf73c6846b76f20d
bdbbd32fc9913064811051a94ec67e207b92fbd4,c43d768f72307fc50f27de335af6edb6a0f9e8db
bdbbd32fc9913064811051a94ec67e207b92fbd4,a89f306a62b707d7b1df5d540437c31ee88991a6
bdbbd32fc9913064811051a94ec67e207b92fbd4,b1191be39153114862ee0217345c541b689d431b
bdbbd32fc9913064811051a94ec67e207b92fbd4,33879e8c95adfcef273d2e6abcbc499a4b7e73f7
a5c274bf78a3d429239012e55d8c36db59dfe5fc,bf28bdb711a40d9f7c398b2275aeebb3c2ec2745
a5c274bf78a3d429239012e55d8c36db59dfe5fc,b0edfe01c506e68091668daf0c9fd7da4200ddda
f2f34a3ff78cd3649a42274336593b056be41017,e9f1d399815b760eca3ec24ed4f629dee329421b
f2f34a3ff78cd3649a42274336593b056be41017,0bfe725b5fb2b6af32b0964a44f74cfb59f48cce
f2f34a3ff78cd3649a42274336593b056be41017,19c18a156b04f0a21670b5f8283e83082528e346
f2f34a3ff78cd3649a42274336593b056be41017,bf28bdb711a40d9f7c398b2275aeebb3c2ec2745
f2f34a3ff78cd3649a42274336593b056be41017,67244f09af66a0c6531aec121f4e1168dacbb8fe
f2f34a3ff78cd3649a42274336593b056be41017,e1f48d4aae5e3d6be53b26c62b63eb012ac78d15
f2f34a3ff78cd3649a42274336593b056be41017,28505f1fc50b46d83ccd5dd8195e1cc0f4b88d42
f2f34a3ff78cd3649a42274336593b056be41017,b0edfe01c506e68091668daf0c9fd7da4200ddda
f2f34a3ff78cd3649a42274336593b056be41017,53af39bffe58b9eda4f37185d637d31b971c7c4e
f2f34a3ff78cd3649a42274336593b056be41017,bdbbd32fc9913064811051a94ec67e207b92fbd4
f2f34a3ff78cd3649a42274336593b056be41017,a5c274bf78a3d429239012e55d8c36db59dfe5fc
f2f34a3ff78cd3649a42274336593b056be41017,17d53df37b26c8c0fcec0f3b43a30703ae6896f2
f2f34a3ff78cd3649a42274336593b056be41017,5e5a55e4189b277cbd7ea4b4ac3b5aeabcefdaf2
f2f34a3ff78cd3649a42274336593b056be41017,454163c3df496f9a0b9997414b5a9c47b8115584
f2f34a3ff78cd3649a42274336593b056be41017,6a6cb141e58a7ec025bb658112fdc92ed1f203b0
f2f34a3ff78cd3649a42274336593b056be41017,72f6b35fca5d025ed8f1b75cc5c1911bfafcdccd
f2f34a3ff78cd3649a42274336593b056be41017,db3229c47d912c912f973d108b4210d4bec31843
f2f34a3ff78cd3649a42274336593b056be41017,a4a62a60ca1ecb9b2558b86042b49180feb4d7ba
f2f34a3ff78cd3649a42274336593b056be41017,be614e8e8f489af04317efef434ecc89ddf7ef4f
f2f34a3ff78cd3649a42274336593b056be41017,d7e8fdb4de91e82e754145490be6325ed7dde024
f2f34a3ff78cd3649a42274336593b056be41017,fd24dee288476bf862eed554300e7c09ddb39d9b
f2f34a3ff78cd3649a42274336593b056be41017,a89f306a62b707d7b1df5d540437c31ee88991a6
f2f34a3ff78cd3649a42274336593b056be41017,b1191be39153114862ee0217345c541b689d431b
f2f34a3ff78cd3649a42274336593b056be41017,ae697665c13dc4ea10b954ed8b7f3541f520c885
f2f34a3ff78cd3649a42274336593b056be41017,e5ddd1bb11787b046e648655b02099b33cb3d1e7
f2f34a3ff78cd3649a42274336593b056be41017,d7e220f6053d6bf33be279a982dce76d87886f61
f2f34a3ff78cd3649a42274336593b056be41017,4ec2df39042570afd9363c108a6854a231659b7e
67c22d2d44f3819b92d05954103c40737d4ea18a,4480b5e70764d2f1bb3e7babaf8b6e7bbb14b039
67c22d2d44f3819b92d05954103c40737d4ea18a,be32a1c9ab29f5474f22ff68414ab0ccd8cd37b8
67c22d2d44f3819b92d05954103c40737d4ea18a,38c3bc1d9c69959ac03347dba7d3687c9e3c2da4
5981931de97659c7dc01336517590c6b10c0b5c8,0132644bd2aa00a2e3302cd23ccaa2ed2b93776a
1eaf586f60f1a52010354f1a157fd32d4e78c4fe,533f16a7196774e7dec955d31279341b29ca2d23
1eaf586f60f1a52010354f1a157fd32d4e78c4fe,e960cc24b29381c2cc3dff09e6799dc00f19c86c
1eaf586f60f1a52010354f1a157fd32d4e78c4fe,25f7c5077eab545565da23607e67878a391b7a66
1eaf586f60f1a52010354f1a157fd32d4e78c4fe,1014cfef11393d93831da0ab52fc039c55bcc9f6
1eaf586f60f1a52010354f1a157fd32d4e78c4fe,b33ef854c3bca18374c8fd034f5b00d8faf39fca
1eaf586f60f1a52010354f1a157fd32d4e78c4fe,c7e971787f125e6b6516ba3bdec34fc6a44d317d
6b6cd04ce9f65774fa48dbd025b9d5613b48ada3,c69ac75bc537cf09108aec7b802a9f82be31b7d1
6b6cd04ce9f65774fa48dbd025b9d5613b48ada3,552297532e8d8729520043b1cfccdff5a19fd93a
6b6cd04ce9f65774fa48dbd025b9d5613b48ada3,f94992433ccb95ca26a43011ec02c9998c851412
6b6cd04ce9f65774fa48dbd025b9d5613b48ada3,f1b1c262de72f0cbeb7bf639112a50b01f63bb4e
6b6cd04ce9f65774fa48dbd025b9d5613b48ada3,2b1231c0e430c85d651bf666d5af3bd0b72e61bc
6b6cd04ce9f65774fa48dbd025b9d5613b48ada3,0173809c47b4e7108ef4d7d8e83c7be6133ff37b
6b6cd04ce9f65774fa48dbd025b9d5613b48ada3,28c751c4df4c21fb549a472d533ded60fe1f3119
6b6cd04ce9f65774fa48dbd025b9d5613b48ada3,632177922c143fcbf1afb7806de147d58706cbe4
6b6cd04ce9f65774fa48dbd025b9d5613b48ada3,04138740b24c24732301abdae8ba131a0e0705f5
d6d58151c9ba4123a4fd1503fcc6988918dcae11,f1d8af6e118cd63f1ca79e731f7c14e7f4f4e6d3
d6d58151c9ba4123a4fd1503fcc6988918dcae11,ee40b321d5bec0251a60a92ac812fb88850b5531
d6d58151c9ba4123a4fd1503fcc6988918dcae11,6ae1eb7543c86bd242903c504ebd2aea3d40f65b
d6d58151c9ba4123a4fd1503fcc6988918dcae11,7cec9101909e90a25cfbbc58da633d2f9438d150
d6d58151c9ba4123a4fd1503fcc6988918dcae11,25a8a5e6fb0285b5fc47926ecb9a8ad3403b283b
d6d58151c9ba4123a4fd1503fcc6988918dcae11,2f9ee8fe80c5c12a4707137f8a4a63e38ec2780c
d6d58151c9ba4123a4fd1503fcc6988918dcae11,be56bbd56eb4331ea134c78fb94a094cf6f30bf6
d6d58151c9ba4123a4fd1503fcc6988918dcae11,6cca324dc611e9baed55df849050ac55f0958e15
d6d58151c9ba4123a4fd1503fcc6988918dcae11,ef7e620cd0f818c4022e9870330a923697f14878
266babcc53374dcd9becd4153ca97c8966c7ae90,d403ba37b3d6922a6701c988d597508c6855d5e1
266babcc53374dcd9becd4153ca97c8966c7ae90,3716a4e7457c20b153f6beac57f90059a13e6c9e
266babcc53374dcd9becd4153ca97c8966c7ae90,0f450bdb9350bc7d25f3b4550a36278f29a14cd6
e336e440a003e0dd25b1b2ba25fd58ed01a35866,32bff3f46c11685ba5f75b8b81506029534da244
e336e440a003e0dd25b1b2ba25fd58ed01a35866,f0767a52d8a4f223b6c0b9bcd17bebdf415f551f
e336e440a003e0dd25b1b2ba25fd58ed01a35866,0539d6ebefde0905bcff1a4115590720b88164f1
e336e440a003e0dd25b1b2ba25fd58ed01a35866,c263569f77660c06f0332c810cf576f08ee31309
e336e440a003e0dd25b1b2ba25fd58ed01a35866,dec2d91ed4962fc1a7797fe97a7b3622ce046f2f
e336e440a003e0dd25b1b2ba25fd58ed01a35866,29b2b4a60f5ce1f2d23ca24ffec735cbc2340f9f
e336e440a003e0dd25b1b2ba25fd58ed01a35866,474d233e32347d0bc064cbd9aa88fa7357f5d173
9ff042b0300f2a11da721e6bd3070c4f1c5b7aa2,9bd428ada1a6ca3a7e0cf381231a301138bbf2b5
9ff042b0300f2a11da721e6bd3070c4f1c5b7aa2,ae6946651a9386a1e09652bba902ab81257f0933
9ff042b0300f2a11da721e6bd3070c4f1c5b7aa2,df1e9d4638e60b8b5ee31167150343200d375c95
9ff042b0300f2a11da721e6bd3070c4f1c5b7aa2,a280c9d69e551014fb15734d5e60a628d03bfa8d
9ff042b0300f2a11da721e6bd3070c4f1c5b7aa2,c4127caed6912ab63621add194ac06c3f4d46942
9ff042b0300f2a11da721e6bd3070c4f1c5b7aa2,ddd052e5fd3b844c1c1a92bc4e95311be43bd002
9ff042b0300f2a11da721e6bd3070c4f1c5b7aa2,373da1215c0e7f01ba40e00b16ecdb8634174254
9ff042b0300f2a11da721e6bd3070c4f1c5b7aa2,f7de39b8dbe351714f9ef9b122198e2c38acdfaa
9ff042b0300f2a11da721e6bd3070c4f1c5b7aa2,85c6d2fc12724426d6c0af8faff8029160dad17c
9ff042b0300f2a11da721e6bd3070c4f1c5b7aa2,25f1638c43009f757c67680f247d1688d5452779
9ff042b0300f2a11da721e6bd3070c4f1c5b7aa2,a839f67a4e98c1ff0f552104ba6f8ae5d7297b56
9ff042b0300f2a11da721e6bd3070c4f1c5b7aa2,9c159c5b489edb7a16c7764bf6915811839ee4d3
9ff042b0300f2a11da721e6bd3070c4f1c5b7aa2,c89032c99c59607c1e488056a3acc61b38c2e264
9ff042b0300f2a11da721e6bd3070c4f1c5b7aa2,e38bc8510d4b72942406334b25b04e6b21e153a8
9ff042b0300f2a11da721e6bd3070c4f1c5b7aa2,3ba3ade00b1f68eb1bfa0f8bc880263b222b7b37
9ff042b0300f2a11da721e6bd3070c4f1c5b7aa2,5c8de3feef8202905ade8a64677241bb2f1782b5
9ff042b0300f2a11da721e6bd3070c4f1c5b7aa2,781a0ebdccc5de53ec36c1aaad52b11d90e463e0
9ff042b0300f2a11da721e6bd3070c4f1c5b7aa2,1af6aaddbf1eb7480e1f09800553a3d7a8b07792
0ce891908c88656d81d769b605f7445de2b5e638,2fd76b50b0d03ce5ad67bf3090418e700651845c
0ce891908c88656d81d769b605f7445de2b5e638,3d83330a5d91cf5109286222d595d4d87895bcd5
0ce891908c88656d81d769b605f7445de2b5e638,a96efaa86fd0a6021daaaea755c078b1236b3ab0
0ce891908c88656d81d769b605f7445de2b5e638,b39cedfdef838564c0cd9b9d54bb89abd66a1803
0ce891908c88656d81d769b605f7445de2b5e638,1f6133e3dbb5ccf5c1ce934e0a1829502866c807
0ce891908c88656d81d769b605f7445de2b5e638,df319f51c388d95f43154f80e30833b26b38b141
0ce891908c88656d81d769b605f7445de2b5e638,79527f3001494dc4173391b03cccc75513dc59c4
0ce891908c88656d81d769b605f7445de2b5e638,19063abcaf5db273c763c1a63c9e5f680d83f9eb
0ce891908c88656d81d769b605f7445de2b5e638,b0844b8341c0d0f0e506a19510f54aa1aeea9ad8
0ce891908c88656d81d769b605f7445de2b5e638,df358ee831c0c9a26c861d5d486c0914fe1ecac6
0ce891908c88656d81d769b605f7445de2b5e638,ab4c0480784c9e6f79ef2658bddbf93f17b28c4a
0ce891908c88656d81d769b605f7445de2b5e638,190cc9a2984b57207ad8144fdbb2871bc6223a10
0ce891908c88656d81d769b605f7445de2b5e638,fa5849f7de68165e1283b49cfd54e1e3aa38cde0
0ce891908c88656d81d769b605f7445de2b5e638,852bc331c79dba0944eb025e80375d90600e0a32
0ce891908c88656d81d769b605f7445de2b5e638,24fc9ad3c07d2807fbc966412c8794044a1f1123
0ce891908c88656d81d769b605f7445de2b5e638,07afafeaa3c0b3a1e2c72295c4c5a35d8419868c
0ce891908c88656d81d769b605f7445de2b5e638,7ab3894fc9375dbee9b0c1662f338ef65f494d9a
0ce891908c88656d81d769b605f7445de2b5e638,4f5823ce58534fdcb4cbec1f08f22728b9898ecc
0ce891908c88656d81d769b605f7445de2b5e638,eb498c95bb434cf6ffb352e700a5d9733e244731
0ce891908c88656d81d769b605f7445de2b5e638,0536da52db73ba9fc1f81d2b2a051c9e521b9c24
0ce891908c88656d81d769b605f7445de2b5e638,e342dcfb63a890c83592914836524e15729444b0
0ce891908c88656d81d769b605f7445de2b5e638,1ac124b46c759344807c1ac27cfbdd18b36cbacd
0ce891908c88656d81d769b605f7445de2b5e638,44b47e4e0bd22d2bbbe023c2c857cf2f3518593b
0ce891908c88656d81d769b605f7445de2b5e638,16d7fed207d54d870d62395e8be1339ae92cf8f0
0ce891908c88656d81d769b605f7445de2b5e638,f35e065cddf12ff7d59512690c3a9322edde5ed8
0ce891908c88656d81d769b605f7445de2b5e638,5f6f18245747bb7d5db1bc9a11750d74474f8c28
0ce891908c88656d81d769b605f7445de2b5e638,92a3fa6a599a74513b0892179229e5809116f17f
0ce891908c88656d81d769b605f7445de2b5e638,7ad024a82adfe4bf31b2069dde605ed005eeae3a
0ce891908c88656d81d769b605f7445de2b5e638,73a8e6946ac201f85bc1128ed00fb36bf4a08a9f
0ce891908c88656d81d769b605f7445de2b5e638,99ccb1b462ca40cb01408d7634977d0c22281ec7
0ce891908c88656d81d769b605f7445de2b5e638,684f9b2ece1e0e11e7e8ba78a7ab8f7d274a3fdd
0ce891908c88656d81d769b605f7445de2b5e638,fd9333a2a6158b6655e020f33465415edd8a10a6
0ce891908c88656d81d769b605f7445de2b5e638,7038c53724336760678f3b9ce32133ae0c18a31a
